"year","gear_type","tonnes","landed_value"
1975,"bottom trawl",659934.598735591,720155392.041092
1975,"cast nets",8.8110246001,16951.3381858994
1975,"dredge",487732.496665096,3471912942.06002
1975,"gillnet",21281.3914533181,35755721.6351061
1975,"hand lines",4601.951067434,13577850.9217764
1975,"hand or tools",205546.956355522,1227074823.4075
1975,"harpoon",708.4540050009,6298217.24534137
1975,"lines",5812.0589644091,13634953.8891745
1975,"longline",189444.283753634,138798607.811697
1975,"mixed gear",6074.6192063,0
1975,"other industrial",602.4927500447,296231.757975933
1975,"other nets",1907.7851847811,2035894.48495899
1975,"pelagic trawl",107737.242987268,105179760.969056
1975,"pole and line",399.3337454054,1514702.3419509
1975,"pots or traps",102915.012626006,364144787.036308
1975,"purse seine",311374.967275443,35642456.4144806
1975,"shrimp trawl",71832.6824644761,216723174.916376
1975,"small scale lines",10,41.24819006
1975,"trammel nets",72.0122659198,456120.456105935
1975,"unknown by source",145.877723434,335840.60229317
1975,"unknown class",124046.089483275,212332769.019371
1976,"artisanal fishing gear",62.7505265557,254794.183293167
1976,"bagnets",736.0301306399,2609479.2913935
1976,"bottom trawl",499077.119133842,904457196.889955
1976,"cast nets",13.3832319599,24000.8730575773
1976,"dredge",475372.000898538,3958508642.85779
1976,"gillnet",25980.7916301259,44902005.8586793
1976,"hand lines",3838.903026348,12486241.6776231
1976,"hand or tools",204450.811710187,1315458878.07237
1976,"harpoon",473.8426148399,3331985.78839353
1976,"lines",5564.3207472288,11430100.6045739
1976,"longline",164504.289269504,115665602.349189
1976,"mixed gear",12969.5819337,0
1976,"other",2.3898750298,26866.9242367451
1976,"other industrial",285.5455594796,488544.35737043
1976,"other nets",1702.374396271,1278382.41503427
1976,"pelagic trawl",65831.8825271553,62341986.9976995
1976,"pole and line",275.0034478099,1099008.41012378
1976,"pots or traps",91225.7558958583,349708606.082763
1976,"purse seine",423152.936380358,35023012.8530193
1976,"shrimp trawl",68775.2715778884,158945384.303921
1976,"small scale lines",10,53.07206632
1976,"trammel nets",78.0609152402,651317.847021293
1976,"unknown by source",465.238481396,1120171.77242092
1976,"unknown class",137405.556582507,245467041.560324
1977,"artisanal fishing gear",147.3123990733,663598.7533551
1977,"bagnets",492.6077158802,1083384.19465971
1977,"bottom trawl",466805.395965474,755689598.824375
1977,"cast nets",25.9091750399,37487.8391804749
1977,"dredge",629872.287404048,4551771368.38531
1977,"gillnet",32512.0004739326,54044441.3891194
1977,"hand lines",4465.0665392637,15657479.7708828
1977,"hand or tools",191547.883425825,1276832602.70655
1977,"harpoon",525.2799476409,5969072.88764697
1977,"lines",5425.8595061658,19936805.285068
1977,"longline",51013.0994404176,57623631.5535326
1977,"mixed gear",14646.4602454,0
1977,"other",0.4591492099,5183.6991239861
1977,"other industrial",239.2475950982,327162.791245008
1977,"other nets",1861.7009363216,2483893.07678283
1977,"pelagic trawl",21742.8132445315,17765821.4942973
1977,"pole and line",3.5104028999,6851.84559998442
1977,"pots or traps",101320.381658495,371850287.537886
1977,"purse seine",417910.153722847,42785436.6087199
1977,"shrimp trawl",46459.2967917188,98224932.2870473
1977,"small scale lines",10,69.35426254
1977,"trammel nets",25.4329034398,262542.859759371
1977,"unknown class",146620.111643532,273893482.541183
1978,"artisanal fishing gear",661.2174735068,7550335.99441996
1978,"bagnets",288.839198036,495437.090262178
1978,"bottom trawl",394794.406729687,706281341.633403
1978,"cast nets",1.093995865,1698.53979921568
1978,"dredge",692727.341421408,6305769628.90209
1978,"gillnet",28633.2115945162,44789185.1282916
1978,"hand lines",5270.2938382592,18257189.008572
1978,"hand or tools",202250.668983802,1497207172.60277
1978,"harpoon",810.4737630737,9173865.73303037
1978,"lines",2211.5124549297,5167671.06346188
1978,"longline",8033.6406844808,26494613.5141436
1978,"mixed gear",37306.8763596375,91256334.3604439
1978,"other industrial",225.7178110979,395469.776556693
1978,"other nets",1456.505074985,3366911.24470671
1978,"pelagic trawl",14659.4924599759,4306426.02398735
1978,"pole and line",255.8539103722,1714301.54642137
1978,"pots or traps",111662.371044736,384166952.345321
1978,"purse seine",395685.352906161,43614201.4383462
1978,"shrimp trawl",34307.3345396735,49644278.3776915
1978,"small scale lines",9,91.7296749
1978,"unknown by source",0.0846760837,377.447030353612
1978,"unknown class",162379.857807304,338199450.144861
1979,"artisanal fishing gear",693.2787721129,7952598.25445733
1979,"bagnets",404.3874511421,461775.165080576
1979,"bottom trawl",418815.922662341,614940267.008182
1979,"cast nets",0.32434096,460.168823571042
1979,"dredge",681902.657046968,6616168642.06767
1979,"gillnet",27380.0542531491,45411940.0452074
1979,"hand lines",5317.7125600624,23003253.9672071
1979,"hand or tools",197267.892849532,1430693534.02236
1979,"harpoon",871.4512923016,8320011.59484035
1979,"lines",2936.3143604714,5243447.80416828
1979,"longline",9350.8162896341,29407576.7170039
1979,"mixed gear",24618.445362417,70141595.3452329
1979,"other industrial",150.9916834753,351693.231010921
1979,"other nets",1331.4188583354,2340170.04887315
1979,"pelagic trawl",8817.3412151769,3013747.60911765
1979,"pole and line",1383.2401369957,6525769.82354018
1979,"pots or traps",106640.854887729,390612436.94311
1979,"purse seine",477172.534840505,46465739.1956754
1979,"shrimp trawl",65221.2350111825,137799723.384183
1979,"small scale lines",8,137.0795328
1979,"unknown by source",669.3501613128,1096055.45129447
1979,"unknown class",191993.493892146,426231389.441988
1980,"artisanal fishing gear",562.9579553796,6367849.59533016
1980,"bagnets",516.8244172193,705977.204941408
1980,"bottom trawl",390345.709469762,593961522.886195
1980,"dredge",626482.444154946,5687758548.60649
1980,"gillnet",38823.7880109888,57886872.1754316
1980,"hand lines",4228.6501195477,18764524.5381912
1980,"hand or tools",216191.575439593,1500076007.8547
1980,"harpoon",834.0768310308,4748699.53296959
1980,"lines",2512.8143712258,4963645.46682126
1980,"longline",8047.0857207591,27830336.3721852
1980,"mixed gear",35643.2306323651,59553915.2323363
1980,"other",160.551156361,413775.205232417
1980,"other industrial",224.1247847826,556663.293970581
1980,"other nets",1305.093616075,754284.260235372
1980,"pelagic trawl",10308.6569182101,2415616.20096985
1980,"pole and line",1900.2270944413,8754347.18669011
1980,"pots or traps",110409.829349907,368534862.015746
1980,"purse seine",516598.696015059,47082516.6523575
1980,"shrimp trawl",79936.7250051676,92583272.723274
1980,"small scale lines",7,171.97170816
1980,"unknown by source",12.0236057793,53274.9689290989
1980,"unknown class",209030.97098961,485287233.85362
1981,"artisanal fishing gear",520.2314933076,5844208.43514369
1981,"bagnets",144.4068536622,204944.399744131
1981,"bottom trawl",336574.231182705,580923097.3617
1981,"dredge",650185.074877657,5789305856.52926
1981,"gillnet",34551.8617261509,55198606.141344
1981,"hand lines",5299.5264175495,18077684.6100876
1981,"hand or tools",209545.610816699,1434287529.0229
1981,"harpoon",799.9849164775,4205633.92950579
1981,"lines",12032.8772509837,19574661.28602
1981,"longline",10910.5165538471,25299471.7464599
1981,"mixed gear",88413.6328282796,412386421.8115
1981,"other",39.0008481541,96027.6991515447
1981,"other industrial",279.5400851695,631192.594440309
1981,"other nets",1189.6693820782,1102859.98082536
1981,"pelagic trawl",3809.8518298604,1066734.00003072
1981,"pole and line",1706.7231631707,7224792.07504109
1981,"pots or traps",125873.365522491,388350069.939786
1981,"purse seine",462776.642532255,38585386.875939
1981,"shrimp trawl",41009.9393617612,89050908.9884577
1981,"small scale lines",6.08,213.6948978112
1981,"unknown by source",15.5562341508,62672.2025484051
1981,"unknown class",230711.486736772,404511917.702694
1982,"artisanal fishing gear",188.203349497,2305883.98086937
1982,"bagnets",365.9977156623,2250259.22943101
1982,"bottom trawl",373712.887828333,592230679.666144
1982,"cast nets",0.2474898749,318.607538432803
1982,"dredge",584598.642628909,3994009384.49431
1982,"gillnet",27388.1311667066,40202968.2766782
1982,"hand lines",4985.8049191603,18399907.4658406
1982,"hand or tools",190984.900564839,1140583492.05595
1982,"harpoon",292.8390370901,2386226.58158967
1982,"lines",9286.2673509878,15326126.3720868
1982,"longline",10750.5675734449,22002977.7408757
1982,"mixed gear",72218.367616167,348106068.720532
1982,"other industrial",247.7868921924,666049.475866734
1982,"other nets",997.842199173,2809644.5521514
1982,"pelagic trawl",3236.9733780181,954976.200029821
1982,"pole and line",1494.3325347267,7795218.29082723
1982,"pots or traps",117150.782481274,403165012.620982
1982,"purse seine",440489.729404319,25113588.5209743
1982,"shrimp trawl",63003.9714300259,139974499.715079
1982,"small scale lines",9.04,392.2604040848
1982,"unknown by source",589.3145436766,1153426.87903132
1982,"unknown class",222998.034733318,433519786.44704
1983,"artisanal fishing gear",418.2495599353,5704132.61698563
1983,"bagnets",195.266154327,734855.134893513
1983,"bottom trawl",343526.810581815,582906919.830082
1983,"cast nets",0.4013864891,558.675810404546
1983,"dredge",538051.805844806,4738122203.48847
1983,"gillnet",47600.1619716644,104980741.763486
1983,"hand lines",4862.8172739086,26148492.374674
1983,"hand or tools",155547.983957342,801577199.09884
1983,"harpoon",528.150340763,4765403.05082774
1983,"lines",10692.3801590872,20804605.1716565
1983,"longline",9223.89814511,25222465.1156567
1983,"mixed gear",73848.1739767901,322567332.69104
1983,"other",0.1214050986,1081.07654983479
1983,"other nets",590.7734846269,563006.208143338
1983,"pelagic trawl",2504.6163645794,3796177.86901857
1983,"pole and line",924.3618162638,8124934.28648359
1983,"pots or traps",118592.117057897,440499343.109133
1983,"purse seine",460974.181629278,40782486.7892471
1983,"shrimp trawl",65350.6130384962,149930278.419342
1983,"small scale lines",3.11,162.2421954039
1983,"unknown by source",6.820332554,27286.6064547472
1983,"unknown class",222790.764178359,430125162.96172
1984,"artisanal fishing gear",166.7862999594,2554292.19939996
1984,"bagnets",337.262325768,377193.993003392
1984,"bottom trawl",333207.360298805,552174309.090703
1984,"cast nets",1.9353468663,45703.0089055458
1984,"dredge",580056.998418557,4219687937.6196
1984,"gillnet",32149.7451458764,43377357.4012971
1984,"hand lines",5061.9512384618,29984357.7498561
1984,"hand or tools",165503.560992569,1022882642.04195
1984,"harpoon",239.8139644444,2784552.43029818
1984,"lines",9125.9801169924,15393085.1631866
1984,"longline",9754.5807822639,22712360.2457142
1984,"mixed gear",211372.506143972,566529200.876401
1984,"other nets",873.3374290178,2341611.18700915
1984,"pelagic trawl",7849.5661551749,6500921.91670163
1984,"pole and line",502.6617501384,6439864.53027504
1984,"pots or traps",109626.29031281,451876042.665153
1984,"purse seine",389941.216591271,53427435.794473
1984,"shrimp trawl",45043.9121385038,133512778.45768
1984,"small scale lines",4.24,274.584486292
1984,"unknown by source",7.8701980799,126360.451067058
1984,"unknown class",196250.89774393,439803700.498237
1985,"artisanal fishing gear",195.7327365495,2982910.84494654
1985,"bagnets",578.277503618,797798.873039257
1985,"bottom trawl",306947.640345911,526275816.492107
1985,"cast nets",0.4492904351,9785.22186524695
1985,"dredge",597662.0920012,3985073924.74292
1985,"gillnet",29741.9598704348,40213421.0374508
1985,"hand lines",4504.1269322546,26800266.7582442
1985,"hand or tools",160173.772617982,909326569.818359
1985,"harpoon",270.8494322304,3598878.59249984
1985,"lines",10031.8757085426,19455590.641458
1985,"longline",11942.2077896098,25960065.8763576
1985,"mixed gear",81453.6497646284,302928083.187858
1985,"other nets",1071.6355819112,2167885.71947097
1985,"pelagic trawl",11837.707677086,13842933.1235109
1985,"pole and line",699.1877349718,7418408.61764751
1985,"pots or traps",116011.853718925,424187780.409285
1985,"purse seine",413219.654510118,44055185.6825775
1985,"shrimp trawl",74387.3319587329,190219185.446551
1985,"small scale lines",5.52,398.7520332336
1985,"unknown class",200015.832523646,484863166.787163
1986,"artisanal fishing gear",133.3589087399,2109079.4747215
1986,"bagnets",603.1292620793,1968335.15167771
1986,"bottom trawl",254765.966877441,611733117.065822
1986,"cast nets",22.5544489182,234877.673084219
1986,"dredge",582810.56049723,3649668991.47697
1986,"gillnet",34200.3875861265,52991274.460321
1986,"hand lines",4841.5566021241,24210199.0612117
1986,"hand or tools",155244.124610248,1109759766.08787
1986,"harpoon",88.7982492887,769489.11348795
1986,"lines",8435.4860176015,16955141.7754357
1986,"longline",12555.9350794821,29333450.5640933
1986,"mixed gear",34230.5145725518,139851545.578267
1986,"other nets",720.8023893762,3390590.36912562
1986,"pelagic trawl",19263.5167208866,28871165.7652636
1986,"pole and line",3496.615943107,14966062.7870751
1986,"pots or traps",97600.3572300996,411623230.408991
1986,"purse seine",305828.792496941,35216993.3616834
1986,"shrimp trawl",68419.0141350141,244547370.276051
1986,"small scale lines",8,747.01312144
1986,"unknown by source",33.5976480144,112545.820508344
1986,"unknown class",236391.028039975,560505976.735717
1987,"artisanal fishing gear",146.5540550552,3691869.70851328
1987,"bagnets",561.275193002,1834356.07835801
1987,"bottom trawl",253539.259707147,743199497.799793
1987,"cast nets",74.7839784799,761002.700783819
1987,"dredge",651373.073226884,4140645036.55989
1987,"gillnet",37282.2882114744,73701424.7929108
1987,"hand lines",5518.382838584,38233678.2575555
1987,"hand or tools",107270.952393895,919671828.204638
1987,"harpoon",213.2280536328,4398688.69347667
1987,"lines",8648.9596552808,20974602.6362433
1987,"longline",27127.5206583502,155885075.998565
1987,"mixed gear",73575.4895504805,316310070.688096
1987,"other nets",472.1836281251,1815614.3077174
1987,"pelagic trawl",21600.7427439059,26204329.815144
1987,"pole and line",12734.4667718213,61559565.6766571
1987,"pots or traps",103236.038677916,484072096.49058
1987,"purse seine",387845.022486223,39347120.8387987
1987,"shrimp trawl",62540.5834914555,267638779.559646
1987,"small scale lines",13,1451.0704312
1987,"unknown by source",175.5232328279,688783.535586151
1987,"unknown class",230178.718446309,659627808.049219
1988,"artisanal fishing gear",72.0006688271,2359794.69744078
1988,"bagnets",340.7833812662,643750.398299994
1988,"bottom trawl",260388.817332065,652177791.820246
1988,"cast nets",3.5019259581,19518.1189088216
1988,"dredge",635809.056575606,3959315461.95576
1988,"gillnet",36819.011675605,61305128.7733208
1988,"hand lines",5015.8312580956,33096099.3829852
1988,"hand or tools",85487.808911789,720991441.996792
1988,"harpoon",238.1392902253,6509158.53938632
1988,"lines",7683.9309316505,17509887.415825
1988,"longline",19824.5831192629,75882121.6423732
1988,"mixed gear",72914.5636191989,273991242.72854
1988,"other nets",41.2000246189,223256.127664588
1988,"pelagic trawl",22561.4569529359,35005691.8417318
1988,"pole and line",4213.6468890882,21041502.4755026
1988,"pots or traps",114294.71915896,500451334.557641
1988,"purse seine",369699.975009598,58052735.7696559
1988,"shrimp trawl",66829.1127829189,176789298.101074
1988,"small scale lines",242.17730472,31887.9700913096
1988,"unknown by source",28.3991432195,183971.826423139
1988,"unknown class",146671.891426331,366407566.653292
1989,"artisanal fishing gear",181.7615963815,6104422.80430215
1989,"bagnets",436.7113036316,1062959.90617373
1989,"bottom trawl",243424.78119621,511433148.808557
1989,"cast nets",2.4923362632,11165.0722523221
1989,"dredge",739049.100055074,4021068386.16279
1989,"gillnet",42642.1310891803,82973182.4909479
1989,"hand lines",5449.6246512978,49553807.6578993
1989,"hand or tools",81338.6572063129,708157243.320062
1989,"harpoon",282.1205403603,8167632.00726724
1989,"lines",9276.9128502497,20162861.1261272
1989,"longline",33910.9822603248,136046335.405564
1989,"mixed gear",47845.6931685954,171920082.123425
1989,"other nets",459.1027248383,358546.209946863
1989,"pelagic trawl",18337.6176613362,24385003.7655883
1989,"pole and line",8041.5038237381,45475222.0240835
1989,"pots or traps",110905.788766016,481690370.361021
1989,"purse seine",384665.624901845,48256070.7311977
1989,"shrimp trawl",86019.1771184315,226734629.026288
1989,"small scale lines",1013.96409272,166779.893886517
1989,"unknown by source",6.1750900862,79083.8587156166
1989,"unknown class",163537.374222533,683752736.380245
1990,"bagnets",527.4221592733,1849388.65207143
1990,"bottom trawl",243662.776333428,502503539.324681
1990,"cast nets",15.7127036851,122385.24582407
1990,"dredge",818936.94024864,4454625984.91998
1990,"gillnet",37806.6612358523,65435351.1500342
1990,"hand lines",5823.4384662947,44357869.6536236
1990,"hand or tools",88683.1002902701,810600917.801409
1990,"harpoon",228.1490230072,6160238.44687955
1990,"lines",10902.8282197485,22390586.2025893
1990,"longline",5117.5068205227,17250255.8886537
1990,"mixed gear",34465.930955276,134941360.894542
1990,"other",31.1800570921,102338.356959812
1990,"other nets",430.1000852149,141819.323345591
1990,"pelagic trawl",9102.5511426692,13437256.1342387
1990,"pole and line",189.5958270098,775497.86582004
1990,"pots or traps",116101.116965895,474684787.969733
1990,"purse seine",462228.575849285,87499716.4902212
1990,"shrimp trawl",75558.0447196843,239181624.072999
1990,"small scale lines",710.29332056,120662.027350241
1990,"unknown class",133321.319896499,397664508.802202
1991,"artisanal fishing gear",132,4171079.38
1991,"bagnets",691.0092519277,1543742.81697933
1991,"bottom trawl",268592.24891844,586241823.620593
1991,"cast nets",2.152168043,19944.7595815473
1991,"dredge",793727.656255028,4771098174.40361
1991,"gillnet",41348.0307241815,72534414.0426663
1991,"hand lines",6161.9988592024,49206839.0996836
1991,"hand or tools",84116.191375401,608954395.953433
1991,"harpoon",276.7554520212,5359132.42581299
1991,"lines",10450.173709638,18103650.2724181
1991,"longline",22571.3709590264,127895408.763897
1991,"mixed gear",27845.433843624,80906495.2879363
1991,"other",21.39831377,87372.4417412513
1991,"other nets",225.1514067803,84204.7208188588
1991,"pelagic trawl",2583.7033000217,1761809.44369364
1991,"pole and line",13003.7006382162,58885878.2450274
1991,"pots or traps",116272.338378904,471872279.506444
1991,"purse seine",429515.008006032,54776725.5583423
1991,"shrimp trawl",92210.7876120058,182968453.101566
1991,"small scale lines",506.29031856,89676.0248764775
1991,"trammel nets",5.9765951342,7821.50197044562
1991,"unknown by source",317.1786332347,825592.481310002
1991,"unknown class",153276.879795314,402446885.815683
1992,"artisanal fishing gear",107.2900000001,3165958.49951112
1992,"bagnets",635.6698842463,1668851.68893492
1992,"bottom trawl",273104.715237465,492845221.921859
1992,"cast nets",1.6347480868,3766.31707754229
1992,"dredge",799548.860817778,5255050817.52769
1992,"gillnet",43862.3933620582,70368667.9442834
1992,"hand lines",5223.6312602727,38639552.3258557
1992,"hand or tools",77826.1447325878,477157597.896632
1992,"harpoon",266.3954304752,4088534.47461878
1992,"lines",5324.4143822724,12162155.9243846
1992,"longline",25563.8031645783,128874593.683912
1992,"mixed gear",31897.9478482265,77396917.5681327
1992,"other",56.8211274361,216178.927776599
1992,"other nets",46.634084429,752493.183034925
1992,"pelagic trawl",2635.5136717704,909075.111325793
1992,"pole and line",12760.4851749322,46657046.7705149
1992,"pots or traps",100747.859829934,462248897.390804
1992,"purse seine",396130.803799745,54478721.0185228
1992,"shrimp trawl",69093.004266947,100475057.204556
1992,"small scale lines",435.82933728,108681.386447291
1992,"unknown by source",578.5643057404,1511165.3975459
1992,"unknown class",134421.132190862,289526824.391765
1993,"artisanal fishing gear",88.2,3059107.5372
1993,"bagnets",995.6510959398,3264166.77956863
1993,"bottom trawl",267783.636215008,454713648.287932
1993,"cast nets",4.193598317,8534.40374587079
1993,"dredge",701474.539861596,3843784337.33943
1993,"gillnet",51896.5822565968,78582958.6116045
1993,"hand lines",5212.9925951022,45197325.1366116
1993,"hand or tools",72500.4905759682,210865549.073936
1993,"harpoon",159.6660628297,3691636.20862429
1993,"lines",10789.7144933635,24985084.3483608
1993,"longline",22887.2419906395,105313973.952369
1993,"mixed gear",36739.4288874881,107821933.308905
1993,"other",95.3744078182,194131.593819113
1993,"other nets",19.5700316268,72227.4308371423
1993,"pelagic trawl",7702.0208419138,1567552.01804068
1993,"pole and line",15731.917976949,75546803.0812406
1993,"pots or traps",129662.86046505,527074922.410404
1993,"purse seine",426598.962728393,70470358.4555264
1993,"shrimp trawl",73830.9715044214,62816687.0854074
1993,"small scale lines",404.73560568,123012.693545674
1993,"trammel nets",14.9842472809,7740.87336043804
1993,"unknown by source",531.7423505241,2119044.49054698
1993,"unknown class",115647.497863392,347156849.065946
1994,"artisanal fishing gear",70.184082,2254346.18153325
1994,"bagnets",513.7608482852,2714354.10120985
1994,"bottom trawl",249121.491103102,456626400.63742
1994,"cast nets",23.6321268077,40902.7610021086
1994,"dredge",563715.418162093,2847036760.06942
1994,"gillnet",50848.9680727874,77882471.6927788
1994,"hand lines",5303.2837689251,46157499.7909404
1994,"hand or tools",58297.1720046747,204101732.549826
1994,"harpoon",137.0126619737,2887765.13348999
1994,"lines",8915.0526441122,25776816.0432367
1994,"longline",21397.2998813356,94412995.7286739
1994,"mixed gear",56795.2418933656,161831596.053167
1994,"other",70687.7755598174,574097071.928221
1994,"other nets",14.9204891883,170952.288256586
1994,"pelagic trawl",8142.9579911397,1020453.49981677
1994,"pole and line",16167.2409305776,67036256.5155629
1994,"pots or traps",116678.537958081,526045935.717274
1994,"purse seine",355768.799311263,54481769.0355474
1994,"shrimp trawl",71580.393843785,121148019.699386
1994,"small scale lines",142.00151152,47183.8870230716
1994,"unknown by source",627.6553996863,1808815.90857287
1994,"unknown class",121059.593050576,386617991.51174
1995,"artisanal fishing gear",65.1029968998,2514246.84055012
1995,"bagnets",319.2004318496,2171348.48849865
1995,"bottom trawl",222176.017773622,444240763.569994
1995,"cast nets",70.2711530548,186624.747857919
1995,"dredge",591570.448968685,2752056981.83511
1995,"gillnet",55028.8995938446,83196310.6612114
1995,"hand lines",5532.646244384,42393614.6394317
1995,"hand or tools",52481.8140035853,184159446.867376
1995,"harpoon",135.5626157319,3672143.39659677
1995,"lines",1056.6067599275,5901851.68828948
1995,"longline",20526.7987677597,92778468.0438623
1995,"mixed gear",35681.5726792766,115771469.568557
1995,"other",73006.4714719677,441223174.895608
1995,"other nets",188.5151898128,428668.177851353
1995,"pelagic trawl",35954.9438465591,4541985.0564832
1995,"pole and line",13504.1513223836,70397982.0060179
1995,"pots or traps",109459.949019168,592572472.897722
1995,"purse seine",447249.017614304,64216153.9832302
1995,"shrimp trawl",105437.902629331,183113103.860236
1995,"small scale lines",978.29815376,304478.150399845
1995,"unknown by source",572.7185702195,1550751.05921639
1995,"unknown class",124210.323368247,399086829.550315
1996,"artisanal fishing gear",97.211837,2870142.54799822
1996,"bagnets",283.5890564387,2059040.29836592
1996,"bottom trawl",271818.230602842,411614321.917485
1996,"cast nets",54.9934117498,180623.154805247
1996,"dredge",566560.063291863,2950632805.04148
1996,"gillnet",62097.990957466,82050682.7466137
1996,"hand lines",6037.430534435,36893538.832784
1996,"hand or tools",46631.6390686431,179937243.813287
1996,"harpoon",138.612600545,3393019.22648502
1996,"lines",879.9075538398,4808309.60600177
1996,"longline",19371.2081864534,91300613.8480464
1996,"mixed gear",33148.3443993914,127332784.37717
1996,"other",72809.6735065963,468614267.020397
1996,"other nets",203.7371084623,388193.494505086
1996,"pelagic trawl",46048.5161956093,7741966.43147753
1996,"pole and line",16068.7336731722,77166585.9224042
1996,"pots or traps",111954.445258108,612070790.892278
1996,"purse seine",404645.704619665,56025189.3975564
1996,"shrimp trawl",80193.2274770322,192907448.953889
1996,"small scale lines",132.9931744,46564.3097294743
1996,"trammel nets",0.012578778,7.45371579608709
1996,"unknown by source",570.686459922,1514187.57502478
1996,"unknown class",110912.8258567,289298650.275624
1997,"artisanal fishing gear",99.237,2543846.763751
1997,"bagnets",406.2695984792,2915774.04566148
1997,"bottom trawl",258579.96913639,398530383.173872
1997,"cast nets",1826.3754153305,4706138.28527365
1997,"dredge",505980.243456781,2571634589.53146
1997,"gillnet",59642.4383348646,78837576.3916358
1997,"hand lines",9469.4432834594,52038625.7133752
1997,"hand or tools",51003.6624352851,256951849.971239
1997,"harpoon",211.2718143718,3215056.41953999
1997,"lines",1023.4896017656,5432664.0957818
1997,"longline",22277.6879645453,90290100.7733032
1997,"mixed gear",3505.6175206547,307696.495193347
1997,"other",67975.2509230419,342182903.613816
1997,"other nets",59.67092529,811751.746482214
1997,"pelagic trawl",49694.3483752741,6291992.66559407
1997,"pole and line",17295.1162043939,76875576.7690134
1997,"pots or traps",125888.139766221,677985157.279743
1997,"purse seine",386377.688935427,51987033.5879038
1997,"shrimp trawl",73981.4768701418,177065334.507156
1997,"small scale lines",17.37710952,6599.33871042951
1997,"unknown by source",408.137458895,1049826.65457459
1997,"unknown class",127817.844652303,387973649.151567
1998,"artisanal fishing gear",125.5752677745,2258025.56453551
1998,"bagnets",846.2406398889,7112633.00352562
1998,"bottom trawl",327094.370995878,422630544.874052
1998,"cast nets",1568.8019858492,2912305.7982746
1998,"dredge",455115.483188957,2303087908.40193
1998,"gillnet",60943.1417586206,83113855.9924701
1998,"hand lines",9169.9358467701,47510354.184632
1998,"hand or tools",32773.8805775337,117056336.611462
1998,"harpoon",234.1754632869,3098862.05128463
1998,"lines",758.1667280769,4533159.31625001
1998,"longline",8367.1682526264,33774506.6141486
1998,"mixed gear",3355.3182388659,202911.847747833
1998,"other",76032.1382958029,411190807.484396
1998,"other nets",43.9816734659,249557.281408427
1998,"pelagic trawl",61848.8756685799,8921996.32021302
1998,"pole and line",10699.4578815804,45603668.8533248
1998,"pots or traps",122547.327568597,649616394.283088
1998,"purse seine",337635.079420626,42968950.3523735
1998,"shrimp trawl",71286.6346290317,140266037.112146
1998,"small scale lines",25.59166064,10732.5207869999
1998,"trammel nets",0.40824792,715.715235373228
1998,"unknown by source",491.9843958147,1445876.81677795
1998,"unknown class",119994.48642872,316917337.124432
1999,"artisanal fishing gear",108.8781307572,2297431.37696643
1999,"bagnets",520.6219616408,2946352.1117853
1999,"bottom trawl",220036.522747013,483557463.19277
1999,"cast nets",1298.5927528173,2768625.29814287
1999,"dredge",532264.589655211,2843953452.60473
1999,"gillnet",51605.5663435988,75427289.3320411
1999,"hand lines",8859.6938390655,48717082.678296
1999,"hand or tools",47720.1548277886,240173822.785508
1999,"harpoon",242.6628225479,3086077.72341945
1999,"lines",6426.8467842162,20118902.4067401
1999,"longline",7294.8518524257,18513956.220615
1999,"mixed gear",4200.7597270985,168328.709449526
1999,"other",53356.7547149208,257299913.44518
1999,"other nets",52.3641193282,667340.926561481
1999,"pelagic trawl",60936.7428796052,8011392.57494142
1999,"pole and line",11336.9406578607,53727308.7952768
1999,"pots or traps",138609.04437732,743717689.609867
1999,"purse seine",258969.710463768,36529134.5567873
1999,"shrimp trawl",88390.8931824741,124523977.396153
1999,"unknown by source",460.0982550699,1207935.38897312
1999,"unknown class",144844.383903256,379071529.098549
2000,"artisanal fishing gear",173.2641164932,4365857.98261988
2000,"bagnets",456.337499977,2156171.53427138
2000,"bottom trawl",216611.78845964,472188677.257269
2000,"cast nets",1368.1628778049,2722587.35964731
2000,"dredge",624445.33656531,3171922564.57172
2000,"gillnet",46316.0487127122,78871700.1125465
2000,"hand lines",8635.1260345652,47848273.8089706
2000,"hand or tools",54516.4081889245,269571341.624195
2000,"harpoon",331.4865176537,5739548.50934494
2000,"lines",4042.8843173767,16131695.8936847
2000,"longline",6730.7277732245,17884642.7504333
2000,"mixed gear",2469.5628878271,492694.856905762
2000,"other",46643.6544291658,133186538.003921
2000,"other nets",51.9905539336,699163.009386362
2000,"pelagic trawl",54318.2950731095,8554123.25744955
2000,"pole and line",12018.2783521094,62382571.9535368
2000,"pots or traps",127578.685560971,734136087.804086
2000,"purse seine",256426.723981783,43378038.4986858
2000,"shrimp trawl",85509.6885488626,89494037.2449235
2000,"small scale lines",4.56313552,2873.99282084875
2000,"unknown by source",42.3577126053,120191.495792141
2000,"unknown class",165138.172104912,538905093.423751
2001,"artisanal fishing gear",101.4222894076,2033685.5733674
2001,"bagnets",435.1149731986,1330310.45745367
2001,"bottom trawl",201517.308159621,514322415.447081
2001,"cast nets",1668.9099998943,3106684.73589282
2001,"dredge",769415.55386706,3237763598.65361
2001,"gillnet",45314.0211012579,75820916.3472402
2001,"hand lines",9360.6151317595,50237105.9551238
2001,"hand or tools",42088.6110211832,269627963.172088
2001,"harpoon",218.6871315836,2923776.20102628
2001,"lines",4824.1766391442,18147642.4081787
